TIPO_ENTIDAD,COD_ENTIDAD,RAZON_SOCIAL,DIRECCION,CIUDAD,NUMEROIDENTIFICACION,NOMBREPUBLICOCARGO,REPRESENTANTE_LEGAL,EMAILPRINCIPAL,URIPAGINAWEB
93,60,"FONDO MUTUO DE INVERSIÓN DE LA BOLSA DE VALORES DE COLOMBIA S.A. , SUS  FILIALES  Y CONTROLADAS  (EL FONDO) FONBOLSA",CARRERA 7 # 71 - 21 TORRE B OFICINA 1201,BOGOTÁ D.C.,8605322776,Gerente,JUAN CARLOS ARROYAVE CANO,fonbolsa@bvc.com.co,Pendiente
93,61,FONDO MUTUO DE INVERSION FONBYH,Carrera 58 No. 9-54 Piso 3,BOGOTÁ D.C.,8001400944,Gerente,María Carolina Devis Mieles,cdevis@fonbyh.com,www.fonbyh.com
93,66,"FONDO MUTUO DE INVERSIÓN DE LOS TRABAJADORES DE COMPAÑÍA COLOMBIANA DE TABACO S.A., pero podrá en todas sus operaciones actuar bajo la sigla FONCOLTABACO","CR 50 5 -115, AUTOPISTA SUR",MEDELLIN,8000930713,Gerente,ANA LUCIA PALACIO POSADA,gerente@foncoltabaco.com,Pendiente
93,70,FONDO MUTUO DE INVERSION DE EMPLEADOS SURAMERICANA FONDOSURA,CR 63 NO  49 A  31,MEDELLIN,8909015014,Gerente,JUAN FELIPE CARDONA LLANO,dpquintero@sura.com.co,Pendiente
93,71,"EL FONDO MUTUO DE INVERSIÓN DE LOS TRABAJADORES DE COMPAÑÍA DE GALLETAS NOEL S.A.S. E INDUSTRIA DE ALIMENTOS ZENÚ S.A.S., FON-NOEL",CR 52    2 - 38,MEDELLIN,8001152802,Gerente,CESAR AUGUSTO OROZCO ECHEVERRY,fonnoel@noel.com.co,www.noel.com.co
93,75,FONDO MUTUO DE INVERSION DE LOS TRABAJADORES DE ALIMENTOS CÁRNICOS S.A.S.,CR 52 CL 2 38 INT 5,MEDELLIN,8001426381,Gerente,CESAR AUGUSTO OROZCO ECHEVERRY,foncarnicos@alimentoscarnicos.com.co,www.alimentoscarnicos.com.co
93,82,FONDO MUTUO DE INVERSIÓN INVERLOC,CR 7  #71 - 21 TO B P 17,BOGOTÁ D.C.,8000479997,Gerente,Sandra María Santana Valderrama,inverloc@co.perenco.com,www.noaplica.com
93,87,PETROCAJA FONDO MUTUO DE INVERSIÓN,CALLE 100 NO. 19 A - 30,BOGOTÁ D.C.,8605102037,Gerente,JORGE ENRIQUE CASTIBLANCO OLARTE,jcet@chevron.com,www.chevron.com
93,91,"EL FONDO MUTUO DE AHORRO E INVERSION DESTINAR, que en adelante se llamará  DESTINAR",CR 9A No. 99-07 PISO 12 EDIFICIO 100 STREET TORRE EQUIDAD,BOGOTÁ D.C.,8000170433,Gerente,LADY YANETH MORENO BARACALDO,gerencia@destinar.net,www.destinar.net.
93,96,FONDO MUTUO DE INVERSION DE LOS EMPLEADOS DEL BANCO TEQUENDAMA,DG 27  6 - 70 P 25,BOGOTÁ D.C.,8600527817,Gerente,ALEXANDER ACERO POVEDA,aacero@gnbsudameris.com.co,Pendiente
93,97,FONDO MUTUO DE INVERSION DE LOS EMPLEADOS DE LA COMPAÑIA UNISYS DE COLOMBIA S.A. UNIFONDO,CALLE 93 NO. 11-26,BOGOTÁ D.C.,8600147822,Gerente,Juan Guillermo García Mora,juan.g.garcia@unisys.com,www.unifondo.com.co
93,100,"EL FONDO MUTUO DE INVERSIÓN DE LA FINANCIERA DE DESARROLLO TERRITORIAL S.A. FINDETER, que podrá usar la sigla FINDAHORRO",CALLE 103 NO. 19 - 20 PISO7,BOGOTÁ D.C.,8001833019,Gerente,BERENICE MARTINEZ QUINTERO,bmartine@findeter.gov.co,www.findahorro.com
93,101,"FONDO MUTUO DE INVERSION DE HOCOL S.A., EMPRESAS DEL GRUPO ROYAL DUTCH SHELL Y MAUREL & PROM COLOMBIA B.V. - FOMIHOCOL",CARRERA 7 NO. 113-43 PISO 16,BOGOTÁ D.C.,8603529186,Gerente,Luz Denice Gaona Cedano,fomihocol.bogota@hcl.com.co,www.fomihocol.com
93,102,FONDO MUTUO DE INVERSIÓN DEL GRUPO LEGIS FOMULEG,AV. CALLE 26 NO. 82-70,BOGOTÁ D.C.,8001863621,Gerente,CESAR ORLANDO LARA GARAVITO,pendiente@incluir,N/A.
93,106,"FONDO MUTUO DE INVERSIÓN DE LOS EMPLEADOS DE MANSAROVAR ENERGY COLOMBIA LTD (en adelante PETROMECL y/o el Fondo), se denomina FONDO MUTUO DE INVERSIÓN PETROMECL, pudiendo utilizar la sigla PETROMECL",CALLE 100 NO. 13-76 OFICINA 1102,BOGOTÁ D.C.,8300119407,Gerente,JULIO ERNESTO WITTINGHAM CARRANZA,petromecl@mansarovar.com.co,www.mansarovar.com.co
93,124,"FONDO MUTUO DE INVERSION DE PROMOTORA MÉDICA LAS AMERICAS Y SUS UNIDADES INDEPENDIENTES, que en adelante se llamará FONAMERICAS",DG 75B NO. 2A-120 OFICINA 215,MEDELLIN,8110154057,Gerente,Sandra Milena Cardenas,fondos@correo1lasamericas.com,www.lasamericas.com.co
93,127,El Fondo Mutuo de Inversión de los Empleados de la Cooperativa Multiactiva de servicios solidarios COPSERVIR LTDA. que en adelante para efectos legales y negocios ordinarios se llamará MIFUTURO,CALLE 18 NO. 121 - 130 AVDA. CAÑASGORDAS PANCE,CALI,9003830695,Gerente,JOSÉ ANTONIO CASTELLAR ANILLO,fondomifuturo@copservir.com,www.fondomifuturo.org
111,1,BANCOLOMBIA PUERTO RICO INTERNACIONAL INC,Calle 30 No. 6 - 38 piso 10,BOGOTÁ D.C.,0,Representante para Colombia,JOAQUÍN MAURICIO AGUDELO ORDÓÑEZ,joaquinmauricioagudelo@gmail.com,Pendiente
111,2,CITIBANK N.A.,Carrera  9A No. 99-02 Piso 3,BOGOTÁ D.C.,8600022869,Representante Legal para Colombia,LAURA POSSE VELASQUEZ,Pendiente,Pendiente
111,3,BANCOLOMBIA (PANAMA) S.A.,"Carrera 52 No. 50-20, Piso 11",MEDELLIN,0,Representante para Colombia,JOAQUÍN MAURICIO AGUDELO ORDÓÑEZ,joaquinmauricioagudelo@gmail.com,Pendiente
111,4,BANCO DE OCCIDENTE (PANAMA) S.A.,Carrera 13 No. 26 a - 47 Piso 8,BOGOTÁ D.C.,0,Representante para Colombia,JUAN CARLOS GONZÁLEZ MILLÁN,jcgonzalez@bancoccidente.com.pa,Pendiente
111,5,BANCO DE BOGOTÁ - NEW YORK AGENCY,Calle 36 No. 7 - 47 Piso 13,BOGOTÁ D.C.,0,Representante para Colombia del  Banco de Bogota New York Agency,Angela del Rosario Albarracin Robledo,aalbarracin@bancodebogota.com.co,www.bancodebogotainternacional.com.co
111,6,BANCO DE BOGOTÁ S.A. - MIAMI AGENGY,Calle 36 No. 7 - 47 Piso 13,BOGOTÁ D.C.,0,Representante para Colombia,Angela del Rosario Albarracin Robledo,aalbarracin@bancodebogota.com.co,www.bancodebogotainternacional.com.co
111,10,THE BANK OF NOVA SCOTIA (TORONTO-CANADA),Carrera 10 No. 97 A 13 Ofc 502,BOGOTÁ D.C.,0,Representante para Colombia,CLARA LUCÍA URIBE BERNATE,clara.uribe@legalcrc.com,Pendiente
507,60,WEBULL FINANCIAL LLC,Pendiente,BOGOTÁ D.C.,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
111,13,BANCO DAVIVIENDA S.A. MIAMI INTERNATIONAL BANK BRANCH,Calle 28 No. 13A-15 PISO 26,BOGOTÁ D.C.,0,Representante para Colombia,José Mauricio Gómez Sanchez,magomez@davivienda.com,Pendiente
111,16,BANCO DE BOGOTÁ (PANAMÁ) S.A.,Calle 36 No.7-47 Piso 13 (2015007464-0),BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,LUISA FERNANDA ARIZA PINZÓN,aalbarracin@bancodebogota.com.co,Pendiente
111,17,ITAÚ CORPBANCA E ITAÚ CORPBANCA NY BRANCH,Pendiente,Pendiente,0,Representante Principal para Colombia,JOAQUÍN PATRICIO ROJAS WALBAUM,joaquin.rojas@itau.cl,Pendiente
111,18,SUCURSAL EN PANAMÁ DE BANCOLOMBIA S.A.,Carrera 48 No. 26 -85 Piso 10 Sector D Avenida Los Industriales,MEDELLIN,0,Representante para Colombia,JOAQUÍN MAURICIO AGUDELO ORDÓÑEZ,joaquinmauricioagudelo@gmail.com,Pendiente
111,19,BANISTMO S.A.,"Carrera 48 No. 26 - 85, Torre Sur, Piso 10D",MEDELLIN,0,Representante para Colombia,JOAQUÍN MAURICIO AGUDELO ORDÓÑEZ,Pendiente,Pendiente
111,20,SCOTIA CAPITAL INC,Carrera 10 No. 97 A 13 Ofc 502,BOGOTÁ D.C.,0,Representante para Colombia,CLARA LUCÍA URIBE BERNATE,clara.uribe@legalcrc.com,Pendiente
111,21,BBVA S.A. (ESPAÑA),Carrera 9 No. 72-21 Piso 9,BOGOTÁ D.C.,0,Representante para Colombia,VICTOR MARTÍNEZ SAN MARTÍN,Pendiente,Pendiente
111,22,BANCO DAVIVIENDA INTERNACIONAL (PANAMÁ) S.A.,Avenida El Dorado No. 68 B 31 Piso 1,BOGOTÁ D.C.,0,Representante para la Promoción  y Publicidad,LUIS HUMBERTO USTARIZ GONZÁLEZ,Pendiente,Pendiente
111,24,"BBVA MEXICO, SOCIEDAD ANONIMA, INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO BBVA MEXICO",Carrera 9 # 72-21 Piso 10,BOGOTÁ D.C.,0,Representante para Colombia,FRANCISCO RIVERA SOLORZANO,william.rincon@bbva.com,Pendiente
111,25,OCCIDENTAL BANK (BARBADOS) LTD,Carrera 7 No. 71-52 Torre A Piso 3 Oficina 301 A,BOGOTÁ D.C.,8300306291,Representante para Colombia,CATALINA LOZANO PUYANA,CLozano@occidentalbankbarbados.com,Pendiente
111,26,BANCO SANTANDER S.A.,Pendiente,BOGOTÁ D.C.,0,Representante para Colombia,RUTH PATRICIA POLCHLOPEK JULIAO,ruth.polchlopek@universia.net.co,Pendiente
111,29,The Bank of Nova Scotia,Pendiente,BOGOTÁ D.C.,0,Representante Legal para Colombia,CLARA LUCÍA URIBE BERNATE,Pendiente,Pendiente
111,30,CITIBANK EUROPE PUBLIC LIMITED COMPANY (CEP),Carrera 9A No. 99-02 Piso 3,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,SANDRA JIMÉNEZ CARO,Pendiente,Pendiente
111,31,INVERSIONES SURA CORP,Pendiente,Pendiente,0,Representante Legal Principal para Colombia,MARÍA ISABEL GALEANO PINEDA,Pendiente,Pendiente
111,32,THE BANK OF NOVA SCOTIA TRUST COMPANY (BAHAMAS) LIMITED,Pendiente,BOGOTÁ D.C.,0,Representante Legal para Colombia,CLARA LUCÍA URIBE BERNATE,Pendiente,Pendiente
118,1,CREDIBANCO S.A. pudiendo sin perder su naturaleza utilizar la sigla CREDIBANCO,Ak. 68 No. 75a - 50 Metrópolis,BOGOTÁ D.C.,8600329097,Presidente Encargado,RICARDO TIBERIO ZAMBRANO AHUMADA,representantelegalcrediba@credibanco.com,www.credibanco.com
118,2,ACH COLOMBIA S.A.,Transversal 23 No. 97 - 73 Edificio City Business Piso 3,BOGOTÁ D.C.,8300785126,Presidente,GUSTAVO HUMBERTO VEGA VILLAMIL,notificacionesjudiciales@achcolombia.com,Pendiente
118,3,SOCIEDAD AL SERVICIO DE LA TECNOLOGÍA Y SISTEMATIZACIÓN BANCARIA TECNIBANCA S.A. pero podrá utilizar la sigla SERVIBANCA S.A.,Carrera 7 No. 75 -85/87 Piso 9,BOGOTÁ D.C.,8300366457,Gerente General,MYRIAM MILENA ALVARADO GARCÍA,javier.pabon@servibanca.com.co,Pendiente
118,5,REDEBAN S.A.,Carrera 20 No.33-15 Teusaquillo,BOGOTÁ D.C.,8300705271,Presidente Ejecutivo,ANDRES FELIPE DUQUE MARTÍNEZ,eadelarosa@redebanmulticolor.com.co,Pendiente
118,6,VISIONAMOS SISTEMA DE PAGO COOPERATIVO,Carrera 43 A No. 31-159 Edificio Gruval Piso 2,MEDELLIN,8110436608,Gerente General,LUIS SANTIAGO GALLEGO VANEGAS,Pendiente,Pendiente
22,5,"INSTITUTO COLOMBIANO DE CRÉDITO EDUCATIVO Y ESTUDIOS TÉCNICOS EN EL EXTERIOR, MARIANO OSPINA PÉREZ, ICETEX",Carrera 3 No. 18 - 32,BOGOTÁ D.C.,8999990357,Presidente,ÁLVARO HERNÁN URQUIJO GÓMEZ,Pendiente,www.icetex.gov.co
128,1,Movii S.A sociedad especializada en Depósitos y Pagos Electrónicos,Calle 98 No. 70-91 Centro Empresarial Pontevedra Oficina 416,BOGOTÁ D.C.,9010779526,Gerente General,HERNANDO RAMÓN RUBIO DACOSTA,secretaria.general@movii.com.co,Pendiente
128,3,"AVAL SOLUCIONES DIGITALES S.A. (en lo sucesivo, la Sociedad)","Calle 36 No. 7-47, Piso 10",BOGOTÁ D.C.,9011405522,Gerente General,JOSE MANUEL AYERBE OSORIO,juridico@dale.com.co,Pendiente
128,4,TECNIPAGOS S.A.,"Calle 99 No. 14-49, Piso 8",BOGOTÁ D.C.,9011196064,Gerente General,HUGO ALFONSO CASTRO BONILLA,teayudamos@ding.com.co,Pendiente
128,6,GLOBAL COLOMBIA 81 S.A. pudiéndose identificar con la sigla Global66,Carrera 11B No. 99-25 Piso 6 Oficina 105,BOGOTÁ D.C.,9014292728,Gerente General,SANTIAGO MEJÍA DIAZ DEL CASTILLO,admincolombia@global66.com,Pendiente
128,8,RIA MONEY TRANSFER COLOMBIA S.A.,Calle 127 No. 70G-68 Oficina 412.,BOGOTÁ D.C.,9016968476,Representante Legal Principal,ANGELA BOTÍA FLOREZ,riacolombia@riamoneytransfer.com,Pendiente
129,1,BLOOM CROWDFUNDING S.A.,Carrera 8a No. 97-62,BOGOTÁ D.C.,9015581518,Gerente General,GERMAN OCTAVIO MONTT VALERO,bloom@inversionesbloom.com,Pendiente
142,1,Grupo Aval Acciones y Valores,Carrera 13 26A-47 Piso 26,BOGOTÁ D.C.,8002161815,Pendiente,Pendiente Pendiente,www.grupoaval.com,Pendiente
142,2,Grupo de Inversiones Suramericana S.A.,"Carrera 43 A # 5 A - 113 Pisos 13, 14 y 15 Torre Norte Edificio One Plaza",MEDELLIN,8110122713,Pendiente,Pendiente Pendiente,www.gruposura.com,Pendiente
142,3,Grupo Bolívar S.A.,Avenida El Dorado # 68B-31 Piso 10,BOGOTÁ D.C.,8300254485,Pendiente,Pendiente Pendiente,www.grupobolivar.com,Pendiente
142,4,INVERSORA FUNDACIÓN GRUPO SOCIAL S.A.S.,Calle 72 # 10 -71 Piso 9,BOGOTÁ D.C.,9011960142,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
142,5,Cooperativa Médica del Valle y de Profesionales de Colombia COOMEVA,Calle 13 No. 57-50,CALI,8903006251,Pendiente,Pendiente Pendiente,juridico@coomeva.com.co,Pendiente
142,6,Skandia Holding de Colombia S.A.,Pendiente,Pendiente,800172954,Pendiente,Pendiente Pendiente,notificacionestramites@skandia.com.co,Pendiente
142,7,Credicorp Capital Holding Colombia S.A.S.,Pendiente,Pendiente,900509577,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
142,8,BANCO BILBAO VISCAYA ARGENTARIA S.A. E,Pendiente,Pendiente,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
142,9,GRUPO FINANCIERO GNB S.A.,Pendiente,Pendiente,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
142,10,SCOTIABANK,Pendiente,Pendiente,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
142,11,ITAÚ UNIBANCO S.A,Pendiente,Pendiente,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
142,12,BANCO BTG PACTUAL S.A.,Pendiente,Pendiente,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
142,13,BNP PARIBAS,Pendiente,Pendiente,0,Pendiente,Pendiente Pendiente,Pendiente,Pendiente
142,14,Grupo Bicentenario S.A.S,Pendiente,Pendiente,0,Pendiente,Pendiente Pendiente,empresas@grupobicentenario.gov.co,Pendiente
262,1,INSTITUTO PARA EL DESARROLLO DE ANTIOQUIA en sigla IDEA,Pendiente,MEDELLIN,8909801792,Pendiente,Pendiente Pendiente,gerencia@idea.gov.co,Pendiente
262,2,"INSTITUTO FINANCIERO PARA EL DESARROLLO DEL VALLE DEL CAUCA, por su sigla, INFIVALLE",Pendiente,CALI,8903080519,Pendiente,Pendiente Pendiente,infivalle@infivalle.gov.co,Pendiente
262,3,"INSTITUTO DE FINANCIAMIENTO, PROMOCIÓN Y DESARROLLO DE CALDAS INFICALDAS",Calle 21 No. 23-22 Piso 4,CALI,8908060063,Pendiente,Pendiente Pendiente,gerente@inficaldas.com,Pendiente
400,1,"BMC Bolsa Mercantil de Colombia S.A., la cual para todos los actos públicos y privados podrá usar la sigla BMC, respecto de la cual se hará referencia como Sociedad o como Bolsa",CALLE 113 NUMERO 7-21 TORRE A PISO 15.,BOGOTÁ D.C.,8600712509,Presidente,MARÍA INÉS AGUDELO VALENCIA,monica.castilla@bolsamercantil.com.co,www.bolsamercantil.com.co
401,1,"AGROBOLSA S.A. COMISIONISTA DE BOLSA, pero podrá en todos sus actos usar la sigla AGROBOLSA.",CARRERA 14 # 76-26 OFC. 205 Y 206.,BOGOTÁ D.C.,8301038285,Gerente,CLARA INÉS SARMIENTO DE HELO,gerencia@agrobolsa.com.co,www.agrobolsa.com.co
401,16,MIGUEL QUIJANO Y COMPAÑÍA S.A.,CL 72  9-55 OF 904,BOGOTÁ D.C.,8000951316,Gerente,MIGUEL ANTONIO QUIJANO LOPEZ,miguelquijano@miguelquijano.com.co,www.miguelquijano.com.co
401,22,CORREDORES DE VALORES AGROPECUARIOS S.A. sigla CORAGRO VALORES S.A.,CL76  54-11 P-6 OF 602,BARRANQUILLA,8020005587,Gerente,LUIS VICENTE TÁMARA MATERA,coragro@coragrovalores.com,www.coragrovalores.com
401,25,CORREAGRO S.A.,CARRERA 24 NO 4-10 BARRIO MIRAFLORES,CALI,8050008679,Presidente,Armando José Estela Gómez,informacion@correagro.com,www.correagro.com
401,36,GEOCAPITAL S.A.,CR 25 1 A SUR 155 OF 955 ED PLATINUM,MEDELLIN,8110178793,Gerente,LUIS GONZALO LLANO GARCIA,llano@epm.net.co,www.geocapitalsa.com
401,38,COMISIONISTAS AGROPECUARIOS S.A. COMIAGRO S.A.,CARRERA 23 B N. 66-11,MANIZALES,8002064421,Gerente,EDGAR SERNA JARAMILLO,comiagro@une.net.co,www.comiagro.com
401,45,"MERCADO Y BOLSA S.A., pudiendo utilizar la sigla M&B S.A.",Carrera 7c No.123 - 16,BOGOTÁ D.C.,8300942831,Gerente General,Sandra Milena Mejía Serrano,smejia@mercadoybolsa.com,www.mercadoybolsa.com
401,47,"COMISIONISTAS FINANCIEROS AGROPECUARIOS S.A., la sociedad podrá actuar bajo el nombre comercial COMFINAGRO S.A.",CLL 64 NORTE NO. 5 B-146 OF. R01,CALI,8050235981,Gerente General Encargado,Oscar Chavez Rueda,comfinagro@comfinagro.com.co,www.comfinagro.com.co
501,1,SET ICAP FX S.A.,CARRERA 11 NO.93  - 46 OFICINA 403,BOGOTÁ D.C.,8301150543,Presidente,ANDRÉS MACAYA DÁVILA,legal@set-icap.co,www.set-icap.co
501,2,TRADITION COLOMBIA S.A.,CR 14  85 68 OF602,BOGOTÁ D.C.,9001788227,Gerente General,Ariel Rozmaryn Barurzadek,pendiente@incluir,www.tradition.com.co
501,4,GFI EXCHANGE COLOMBIA S.A. pudiendo utilizar el nombre de GFI EXCHANGE,CL 100 # 8A - 49 TO B OF 715,BOGOTÁ D.C.,9003695293,Gerente General,ELSA CAROLINA HURTADO CASTRO,paola.hurtado@gfigroup.com,www.gfigroup.com.co
502,1,"SET-ICAP SECURITIES S.A., y para todo propósito podrá utilizar el acrónimo SET-ICAP SECURITIES",CARRERA 11 NO. 93 - 46 OFICINA 403,BOGOTÁ D.C.,8300453515,Gerente General,Alexander González Socarrás,agonzalez@set-icap.co,www.set-icap.co
502,2,DERIVEX S.A.,CARRERA 7 NO. 71 - 21 TORRE B OF. 1201,BOGOTÁ D.C.,9003639686,Gerente General,JUAN CARLOS TÉLLEZ URDANETA,infor@derivex.com.co,www.derivex.com.co
502,3,"GFI SECURITIES COLOMBIA S.A., pudiendo utilizar el nombre GFI SECURITIES",CL 100 # 8A - 49 TO B OF 715,BOGOTÁ D.C.,9003695247,Gerente General,Yesid Alfonso Castro González,Oscar.Pedroza@gfigroup.com,www.gfigroup.com.co
11,163,LOCKTON CORREDORES DE REASEGUROS LTDA,Carrera 11 No 86 - 60- Of 603,BOGOTÁ D.C.,9017648872,Gerente General,JUAN PABLO URIBE CAJIAO,locktonre-colombia@lockton.com,Pendiente
502,4,TRADITION SECURITIES COLOMBIA S.A.,CR 14  85 68 OF 602,BOGOTÁ D.C.,9003506678,Gerente General,Omar Dario Pérez Mogollón,pendiente@,www.tradition.com.co
504,1,CÁMARA DE RIESGO CENTRAL DE CONTRAPARTE DE COLOMBIA S.A. podrá utilizar para todos los efectos la sigla CRCC S.A.,CR 7  71 - 21 TO B OF 1001,BOGOTÁ D.C.,9001823894,Gerente,OSCAR ARMANDO LEIVA VILLAMIZAR,jrojas@camaraderiesgo.com.co,www.camaraderiesgo.com
507,3,VECTORGLOBAL WMG INC.,Calle 97 No. 11 B - 17 oficina 301,BOGOTÁ D.C.,9003983814,Representante para Colombia,SERGIO CORMANE OTALORA,cfontecha@vectorglobalwmg.com,Pendiente
507,6,"CREDICORP CAPITAL, LLC",Carrera 7 No. 71-52 Torre B oficina 1801,BOGOTÁ D.C.,9004406001,Representante para Colombia,CARLOS ANDRÉS COLL GALARZA,dcifuentes1@credicorpcapital.com y ccoll,Pendiente
507,7,HARBOURVEST PARTNERS LLC,Carrera 7 No. 113 - 43 oficina 904,BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,NHORA LEONOR OTALORA BUENAVENTURA,plipson@HarbourVest.com,Pendiente
507,10,NOMURA SECURITIES INTERNATIONAL INC,Carrera 11 No. 79-35 Piso 9,BOGOTÁ D.C.,0,Representante para Colombia,JUAN M EROLES,Federico.infantino@nomura.com,Pendiente
507,12,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,"Carrera 7 No. 71 - 52, Torre B, Piso 9",BOGOTÁ D.C.,0,Representante Legal Principal para Colombia,BARBARA CLANCY,alec.kersman@pimco.com,Pendiente
507,13,SMBC NIKKO SECURITIES AMERICA INC,Carrera 11 No. 79-59 Oficina 1002,BOGOTÁ D.C.,0,Representante para Colombia,Juan Fernando Gaviria Guzman,Pendiente,Pendiente
507,15,"GOLDMAN, SACHS & CO",Calle 67 No. 7 - 35 piso 12 oficina 1204,BOGOTÁ D.C.,0,Representante para Colombia,RICARDO  MORA,ricardo.mora@gs.com,Pendiente
507,17,BLACKROCK FUND ADVISORS,Calle 84 A No. 9-65,BOGOTÁ D.C.,0,Representante para Colombia,DIEGO ALEJANDRO MORA HERNANDEZ,axelcristensen@blackrock.com,Pendiente
507,18,GLOBAL X ETFS BY MIRAE ASSET,Carrera 7 No. 71-21 Torre B Piso 10,BOGOTÁ D.C.,9007396521,Representante para Colombia,FEDERICO ANDRES TORRES GRAJALES,FTorres@globalxetfs.com,Pendiente
507,22,MORGAN STANLEY & CO LLC,Carrera 9 No. 74 - 08  Oficina 305,BOGOTÁ D.C.,0,Representante para Colombia,JUAN ANDRES ABRIL FEDRIGO,juanabril@morganstanley.com,Pendiente
507,23,CANADIAN IMPERIAL BANK OF COMMERCE (CIBC) y CIBC WORLD MARKETS INC. (CIBC WMI),"Carrera 7 No. 113-43, Oficina 1802, Torre Samsung",BOGOTÁ D.C.,9007371354,Representante para Colombia,CARLOS ANDRÉS PINEDA BENITEZ,carlos.pineda@cibc.com,Pendiente
507,24,"STONEX FINANCIAL INC. y STONEX MARKETS, LLC.",Av. Carrera 9 No. 115-06/30 Edificio Tierra Firme,BOGOTÁ D.C.,9007551486,Representante para Colombia,DIEGO VICTOR PILAR LORENZO,juan.recio@intlfcstone.com,Pendiente
507,25,", se aclara su razón social por la NEUBERGER BERMAN EUROPE LIMITED, NB ALTERNATIVE ADVISER LLC  y NEUBERGER BERMAN BD LLC (NB BD LLC).",Carrera 12 a  # 78-40 Oficinas 08-108 y 08-116,BOGOTÁ D.C.,9008109914,Representante para Colombia,MAURICIO BARRETO GIRALDO,nbcolombialegalrep@nb.com,Pendiente
507,26,ALLFUNDS BANK  S.A.,Carrera 9 No. 115-06 y 115-30 Edificio Tierra Firme oficina 808,BOGOTÁ D.C.,9008402875,Representante para Colombia,CARLOS FELIPE NICOLÁS STOZITZKY OTÁLORA,cFstozitzky@allfundsbank.com,Pendiente
507,30,PINEBRIDGE INVESTMENTS EUROPE LIMITED,"Carrera 16 No. 97-46, Piso 6",BOGOTÁ D.C.,0,Representante para Colombia,ADRIEN ANTOINE GRYNBLAT BARUCH,adrien.grynblat@pinebridge.com,Pendiente
507,31,BNP PARIBAS ASSET MANAGEMENT Europe,"Carrera 7 No. 77-07 Edificio Torre Siete 77, Piso 11",BOGOTÁ D.C.,0,Representante para Colombia,PEDRO PABLO MONTERO OCHAGAVÍA,pedropablo.montero@americas.bnpparibas.c,Pendiente
507,33,LEGG MASON INVESTORS SERVICES LLC,Calle 67 No. 7 - 35 Oficina 1204,BOGOTÁ D.C.,0,Representante para Colombia,SERGIO MARCELO GUERRIEN,sergio.guerrien@franklintempleton.com,Pendiente
507,34,MFS INVESTMENT MANAGEMENT COMPANY (LUX) S.A.R.L,Carrera 11 No. 79-35 Piso 9,BOGOTÁ D.C.,0,Representante para Colombia,LINDBERGH JOSÉ CORENA GALVIS,jcorena@mfs.com,Pendiente
507,35,THREADNEEDLE INTERNATIONAL LIMITED,"Carrera 7 No. 71-52, Torre B Piso 9",BOGOTÁ D.C.,0,Representante para Colombia,SANTIAGO ZARAUZA RIESTRA,Pendiente,Pendiente
507,36,VOLCOMCAPITAL ADMINISTRADORA GENERAL DE FONDOS S.A.,Av Calle 80  No. 90A - 54,BOGOTÁ D.C.,0,Representante para Colombia,JOSÉ MIGUEL BULNES VALDÉS,jmbulnes@volcomcapital.cl,Pendiente
507,37,SCHRODER INVESTMENT MANAGEMENT NORTH AMERICA INC,Calle 67 No. 7 - 35 Oficina 1204,BOGOTÁ D.C.,0,Representante para Colombia,ALEXIS FRANCISCO TOLEDO JIMÉNEZ,Pendiente,Pendiente
507,39,NEW REINSURANCE COMPANY LTD (en adelante NewRe),Carrera 7 No. 76-35 Oficina 502 A,BOGOTÁ D.C.,0,Representante Legal para Colombia,CONOR JAMES CASSIDY,adiaz@florezlegal.com,Pendiente
507,41,INVESTMENT PLACEMENT GROUP INC,Pendiente,Pendiente,0,Representante para Colombia,MAURICIO GOMEZ NEIRA,Pendiente,Pendiente
507,42,"KAYNE ANDERSON CAPITAL ADVISORS, LP","Carrera 7 No. 71-52, Torre B, Piso 9",BOGOTÁ D.C.,0,Representante para Colombia,MICHAEL JOSEPH O´NEIL,catalina.pinilla@dentons.com,Pendiente
507,43,DoubleLine Capital LP,Pendiente,Pendiente,0,Representante para Colombia,JOEL PEÑA,Pendiente,Pendiente
507,45,Insigneo Securities LLC e Insigneo Advisory Services LLC,Carrera 2 Oeste 6-08 Oficina 406- Edificio El Emporio,CALI,98000034204,Representante Legal Principal para Colombia,JOSÉ ALFREDO SALAZAR,compliance_advisory@insigneo.com,Pendiente
