Region,Subregion,Country,Indicator,Year,Source,value
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,1990,CTS Adjusted,1.2
Europe,Northern Europe,Denmark,Homicide count,1990,GSHRevision,41
Europe,Northern Europe,Denmark,Homicide rate,1990,GSHRevision,0.8
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,1990,MD Adjusted,537
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,1990,MD Adjusted,100
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,1990,MD Adjusted,76
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,1990,MD Adjusted,1.1
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,1990,MD Adjusted,6.3
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,1990,MD Adjusted,1.5
Europe,Northern Europe,Sweden,Homicide count,1990,NCCP,95
Europe,Northern Europe,Sweden,Homicide rate,1990,NCCP,1.1
Europe,Northern Europe,Estonia,Homicide count,1990,UNSDC,118
Europe,Northern Europe,Finland,Homicide count,1990,UNSDC,152
Europe,Northern Europe,Ireland,Homicide count,1990,UNSDC,17
Europe,Northern Europe,Lithuania,Homicide count,1990,UNSDC,180
Europe,Northern Europe,Norway,Homicide count,1990,UNSDC,47
Europe,Northern Europe,Estonia,Homicide rate,1990,UNSDC,7.5
Europe,Northern Europe,Finland,Homicide rate,1990,UNSDC,3
Europe,Northern Europe,Ireland,Homicide rate,1990,UNSDC,0.5
Europe,Northern Europe,Lithuania,Homicide rate,1990,UNSDC,4.9
Europe,Northern Europe,Norway,Homicide rate,1990,UNSDC,1.1
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,1991,CTS Adjusted,734
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,1991,CTS Adjusted,1.3
Europe,Northern Europe,Denmark,Homicide count,1991,GSHRevision,68
Europe,Northern Europe,Denmark,Homicide rate,1991,GSHRevision,1.3
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,1991,MD Adjusted,556
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,1991,MD Adjusted,1.1
Europe,Northern Europe,Sweden,Homicide count,1991,NCCP,115
Europe,Northern Europe,Sweden,Homicide rate,1991,NCCP,1.3
Europe,Northern Europe,Estonia,Homicide count,1991,UNSDC,119
Europe,Northern Europe,Finland,Homicide count,1991,UNSDC,154
Europe,Northern Europe,Ireland,Homicide count,1991,UNSDC,23
Europe,Northern Europe,Lithuania,Homicide count,1991,UNSDC,214
Europe,Northern Europe,Norway,Homicide count,1991,UNSDC,50
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,1991,UNSDC,114
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,1991,UNSDC,64
Europe,Northern Europe,Estonia,Homicide rate,1991,UNSDC,7.7
Europe,Northern Europe,Finland,Homicide rate,1991,UNSDC,3.1
Europe,Northern Europe,Ireland,Homicide rate,1991,UNSDC,0.7
Europe,Northern Europe,Lithuania,Homicide rate,1991,UNSDC,5.8
Europe,Northern Europe,Norway,Homicide rate,1991,UNSDC,1.2
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,1991,UNSDC,7.1
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,1991,UNSDC,1.3
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,1992,CTS Adjusted,869
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,1992,CTS Adjusted,1.5
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,1992,MD Adjusted,651
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,1992,MD Adjusted,1.3
Europe,Northern Europe,Sweden,Homicide count,1992,NCCP,114
Europe,Northern Europe,Sweden,Homicide rate,1992,NCCP,1.3
Europe,Northern Europe,Denmark,Homicide count,1992,UNSDC,62
Europe,Northern Europe,Estonia,Homicide count,1992,UNSDC,217
Europe,Northern Europe,Finland,Homicide count,1992,UNSDC,156
Europe,Northern Europe,Ireland,Homicide count,1992,UNSDC,25
Europe,Northern Europe,Latvia,Homicide count,1992,UNSDC,259
Europe,Northern Europe,Lithuania,Homicide count,1992,UNSDC,266
Europe,Northern Europe,Norway,Homicide count,1992,UNSDC,46
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,1992,UNSDC,108
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,1992,UNSDC,110
Europe,Northern Europe,Denmark,Homicide rate,1992,UNSDC,1.2
Europe,Northern Europe,Estonia,Homicide rate,1992,UNSDC,14.3
Europe,Northern Europe,Finland,Homicide rate,1992,UNSDC,3.1
Europe,Northern Europe,Ireland,Homicide rate,1992,UNSDC,0.7
Europe,Northern Europe,Latvia,Homicide rate,1992,UNSDC,9.9
Europe,Northern Europe,Lithuania,Homicide rate,1992,UNSDC,7.2
Europe,Northern Europe,Norway,Homicide rate,1992,UNSDC,1.1
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,1992,UNSDC,6.7
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,1992,UNSDC,2.2
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,1993,CTS Adjusted,885
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,1993,CTS Adjusted,1.5
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,1993,Eurostat,670
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,1993,Eurostat,1.3
Europe,Northern Europe,Norway,Homicide count,1993,GSHRevision,38
Europe,Northern Europe,Norway,Homicide rate,1993,GSHRevision,0.9
Europe,Northern Europe,Sweden,Homicide count,1993,NCCP,108
Europe,Northern Europe,Sweden,Homicide rate,1993,NCCP,1.2
Europe,Northern Europe,Denmark,Homicide count,1993,UNSDC,71
Europe,Northern Europe,Estonia,Homicide count,1993,UNSDC,282
Europe,Northern Europe,Finland,Homicide count,1993,UNSDC,130
Europe,Northern Europe,Ireland,Homicide count,1993,UNSDC,23
Europe,Northern Europe,Latvia,Homicide count,1993,UNSDC,387
Europe,Northern Europe,Lithuania,Homicide count,1993,UNSDC,416
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,1993,UNSDC,101
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,1993,UNSDC,114
Europe,Northern Europe,Denmark,Homicide rate,1993,UNSDC,1.4
Europe,Northern Europe,Estonia,Homicide rate,1993,UNSDC,19
Europe,Northern Europe,Finland,Homicide rate,1993,UNSDC,2.6
Europe,Northern Europe,Ireland,Homicide rate,1993,UNSDC,0.6
Europe,Northern Europe,Latvia,Homicide rate,1993,UNSDC,15
Europe,Northern Europe,Lithuania,Homicide rate,1993,UNSDC,11.3
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,1993,UNSDC,6.2
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,1993,UNSDC,2.2
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,1994,CTS Adjusted,919
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,1994,CTS Adjusted,1.6
Europe,Northern Europe,Iceland,Homicide count,1994,Eurostat,0
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,1994,Eurostat,727
Europe,Northern Europe,Iceland,Homicide rate,1994,Eurostat,0
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,1994,Eurostat,1.4
Europe,Northern Europe,Denmark,Homicide count,1994,GSHRevision,75
Europe,Northern Europe,Norway,Homicide count,1994,GSHRevision,33
Europe,Northern Europe,Denmark,Homicide rate,1994,GSHRevision,1.4
Europe,Northern Europe,Norway,Homicide rate,1994,GSHRevision,0.8
Europe,Northern Europe,Sweden,Homicide count,1994,NCCP,100
Europe,Northern Europe,Sweden,Homicide rate,1994,NCCP,1.1
Europe,Northern Europe,Estonia,Homicide count,1994,UNSDC,302
Europe,Northern Europe,Finland,Homicide count,1994,UNSDC,147
Europe,Northern Europe,Ireland,Homicide count,1994,UNSDC,25
Europe,Northern Europe,Latvia,Homicide count,1994,UNSDC,348
Europe,Northern Europe,Lithuania,Homicide count,1994,UNSDC,465
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,1994,UNSDC,83
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,1994,UNSDC,109
Europe,Northern Europe,Estonia,Homicide rate,1994,UNSDC,20.7
Europe,Northern Europe,Finland,Homicide rate,1994,UNSDC,2.9
Europe,Northern Europe,Ireland,Homicide rate,1994,UNSDC,0.7
Europe,Northern Europe,Latvia,Homicide rate,1994,UNSDC,13.7
Europe,Northern Europe,Lithuania,Homicide rate,1994,UNSDC,12.7
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,1994,UNSDC,5
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,1994,UNSDC,2.1
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,1995,CTS Adjusted,900
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,1995,CTS Adjusted,1.6
Europe,Northern Europe,Iceland,Homicide count,1995,Eurostat,0
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,1995,Eurostat,753
Europe,Northern Europe,Iceland,Homicide rate,1995,Eurostat,0
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,1995,Eurostat,1.5
Europe,Northern Europe,Denmark,Homicide count,1995,GSHRevision,59
Europe,Northern Europe,Norway,Homicide count,1995,GSHRevision,42
Europe,Northern Europe,Denmark,Homicide rate,1995,GSHRevision,1.1
Europe,Northern Europe,Norway,Homicide rate,1995,GSHRevision,1
Europe,Northern Europe,Sweden,Homicide count,1995,NCCP,87
Europe,Northern Europe,Sweden,Homicide rate,1995,NCCP,1
Europe,Northern Europe,Estonia,Homicide count,1995,UNSDC,246
Europe,Northern Europe,Finland,Homicide count,1995,UNSDC,146
Europe,Northern Europe,Ireland,Homicide count,1995,UNSDC,43
Europe,Northern Europe,Latvia,Homicide count,1995,UNSDC,288
Europe,Northern Europe,Lithuania,Homicide count,1995,UNSDC,502
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,1995,UNSDC,22
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,1995,UNSDC,125
Europe,Northern Europe,Estonia,Homicide rate,1995,UNSDC,17.2
Europe,Northern Europe,Finland,Homicide rate,1995,UNSDC,2.9
Europe,Northern Europe,Ireland,Homicide rate,1995,UNSDC,1.2
Europe,Northern Europe,Latvia,Homicide rate,1995,UNSDC,11.5
Europe,Northern Europe,Lithuania,Homicide rate,1995,UNSDC,13.8
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,1995,UNSDC,1.3
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,1995,UNSDC,2.4
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,1996,CTS Adjusted,840
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,1996,CTS Adjusted,1.4
Europe,Northern Europe,Iceland,Homicide count,1996,Eurostat,1
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,1996,Eurostat,679
Europe,Northern Europe,Iceland,Homicide rate,1996,Eurostat,0.4
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,1996,Eurostat,1.3
Europe,Northern Europe,Denmark,Homicide count,1996,GSHRevision,68
Europe,Northern Europe,Denmark,Homicide rate,1996,GSHRevision,1.3
Europe,Northern Europe,Sweden,Homicide count,1996,NCCP,99
Europe,Northern Europe,Sweden,Homicide rate,1996,NCCP,1.1
Europe,Northern Europe,Estonia,Homicide count,1996,UNSDC,214
Europe,Northern Europe,Finland,Homicide count,1996,UNSDC,153
Europe,Northern Europe,Ireland,Homicide count,1996,UNSDC,42
Europe,Northern Europe,Latvia,Homicide count,1996,UNSDC,268
Europe,Northern Europe,Lithuania,Homicide count,1996,UNSDC,405
Europe,Northern Europe,Norway,Homicide count,1996,UNSDC,43
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,1996,UNSDC,35
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,1996,UNSDC,126
Europe,Northern Europe,Estonia,Homicide rate,1996,UNSDC,15.1
Europe,Northern Europe,Finland,Homicide rate,1996,UNSDC,3
Europe,Northern Europe,Ireland,Homicide rate,1996,UNSDC,1.2
Europe,Northern Europe,Latvia,Homicide rate,1996,UNSDC,10.8
Europe,Northern Europe,Lithuania,Homicide rate,1996,UNSDC,11.2
Europe,Northern Europe,Norway,Homicide rate,1996,UNSDC,1
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,1996,UNSDC,2.1
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,1996,UNSDC,2.5
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,1997,CTS Adjusted,865
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,1997,CTS Adjusted,1.5
Europe,Northern Europe,Iceland,Homicide count,1997,Eurostat,2
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,1997,Eurostat,739
Europe,Northern Europe,Iceland,Homicide rate,1997,Eurostat,0.7
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,1997,Eurostat,1.4
Europe,Northern Europe,Sweden,Homicide count,1997,NCCP,87
Europe,Northern Europe,Sweden,Homicide rate,1997,NCCP,1
Europe,Northern Europe,Denmark,Homicide count,1997,UNSDC,88
Europe,Northern Europe,Estonia,Homicide count,1997,UNSDC,178
Europe,Northern Europe,Finland,Homicide count,1997,UNSDC,139
Europe,Northern Europe,Ireland,Homicide count,1997,UNSDC,38
Europe,Northern Europe,Latvia,Homicide count,1997,UNSDC,272
Europe,Northern Europe,Lithuania,Homicide count,1997,UNSDC,391
Europe,Northern Europe,Norway,Homicide count,1997,UNSDC,38
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,1997,UNSDC,40
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,1997,UNSDC,86
Europe,Northern Europe,Denmark,Homicide rate,1997,UNSDC,1.7
Europe,Northern Europe,Estonia,Homicide rate,1997,UNSDC,12.6
Europe,Northern Europe,Finland,Homicide rate,1997,UNSDC,2.7
Europe,Northern Europe,Ireland,Homicide rate,1997,UNSDC,1
Europe,Northern Europe,Latvia,Homicide rate,1997,UNSDC,11.1
Europe,Northern Europe,Lithuania,Homicide rate,1997,UNSDC,10.9
Europe,Northern Europe,Norway,Homicide rate,1997,UNSDC,0.9
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,1997,UNSDC,2.4
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,1997,UNSDC,1.7
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,1998,CTS Adjusted,921
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,1998,CTS Adjusted,1.6
Europe,Northern Europe,Iceland,Homicide count,1998,Eurostat,0
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,1998,Eurostat,75
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,1998,Eurostat,96
Europe,Northern Europe,Iceland,Homicide rate,1998,Eurostat,0
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,1998,Eurostat,4.5
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,1998,Eurostat,1.9
Europe,Northern Europe,Sweden,Homicide count,1998,NCCP,92
Europe,Northern Europe,Sweden,Homicide rate,1998,NCCP,1
Europe,Northern Europe,Denmark,Homicide count,1998,UNSDC,49
Europe,Northern Europe,Estonia,Homicide count,1998,UNSDC,196
Europe,Northern Europe,Finland,Homicide count,1998,UNSDC,113
Europe,Northern Europe,Ireland,Homicide count,1998,UNSDC,38
Europe,Northern Europe,Latvia,Homicide count,1998,UNSDC,250
Europe,Northern Europe,Lithuania,Homicide count,1998,UNSDC,311
Europe,Northern Europe,Norway,Homicide count,1998,UNSDC,38
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,1998,UNSDC,750
Europe,Northern Europe,Denmark,Homicide rate,1998,UNSDC,0.9
Europe,Northern Europe,Estonia,Homicide rate,1998,UNSDC,13.9
Europe,Northern Europe,Finland,Homicide rate,1998,UNSDC,2.2
Europe,Northern Europe,Ireland,Homicide rate,1998,UNSDC,1
Europe,Northern Europe,Latvia,Homicide rate,1998,UNSDC,10.3
Europe,Northern Europe,Lithuania,Homicide rate,1998,UNSDC,8.7
Europe,Northern Europe,Norway,Homicide rate,1998,UNSDC,0.9
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,1998,UNSDC,1.5
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,1999,CTS Adjusted,920
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,1999,CTS Adjusted,1.6
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,1999,Eurostat,34
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,1999,Eurostat,120
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,1999,Eurostat,2
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,1999,Eurostat,2.4
Europe,Northern Europe,Norway,Homicide count,1999,GSHRevision,33
Europe,Northern Europe,Norway,Homicide rate,1999,GSHRevision,0.7
Europe,Northern Europe,Sweden,Homicide count,1999,NCCP,101
Europe,Northern Europe,Sweden,Homicide rate,1999,NCCP,1.1
Europe,Northern Europe,Denmark,Homicide count,1999,UNSDC,52
Europe,Northern Europe,Estonia,Homicide count,1999,UNSDC,157
Europe,Northern Europe,Finland,Homicide count,1999,UNSDC,143
Europe,Northern Europe,Iceland,Homicide count,1999,UNSDC,2
Europe,Northern Europe,Ireland,Homicide count,1999,UNSDC,38
Europe,Northern Europe,Latvia,Homicide count,1999,UNSDC,229
Europe,Northern Europe,Lithuania,Homicide count,1999,UNSDC,309
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,1999,UNSDC,766
Europe,Northern Europe,Denmark,Homicide rate,1999,UNSDC,1
Europe,Northern Europe,Estonia,Homicide rate,1999,UNSDC,11.2
Europe,Northern Europe,Finland,Homicide rate,1999,UNSDC,2.8
Europe,Northern Europe,Iceland,Homicide rate,1999,UNSDC,0.7
Europe,Northern Europe,Ireland,Homicide rate,1999,UNSDC,1
Europe,Northern Europe,Latvia,Homicide rate,1999,UNSDC,9.5
Europe,Northern Europe,Lithuania,Homicide rate,1999,UNSDC,8.8
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,1999,UNSDC,1.5
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2000,CTS Adjusted,915
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2000,CTS Adjusted,1.6
Europe,Northern Europe,Sweden,Homicide count,2000,NCCP,96
Europe,Northern Europe,Sweden,Homicide rate,2000,NCCP,1.1
Europe,Northern Europe,Ireland,Homicide count,2000,NP,37
Europe,Northern Europe,Ireland,Homicide rate,2000,NP,1
Europe,Northern Europe,Norway,Homicide count,2000,SDG,48
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2000,SDG,45
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2000,SDG,106
Europe,Northern Europe,Norway,Homicide rate,2000,SDG,1.1
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2000,SDG,2.7
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2000,SDG,2.1
Europe,Northern Europe,Denmark,Homicide count,2000,UNSDC,58
Europe,Northern Europe,Estonia,Homicide count,2000,UNSDC,143
Europe,Northern Europe,Finland,Homicide count,2000,UNSDC,148
Europe,Northern Europe,Iceland,Homicide count,2000,UNSDC,5
Europe,Northern Europe,Latvia,Homicide count,2000,UNSDC,238
Europe,Northern Europe,Lithuania,Homicide count,2000,UNSDC,370
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2000,UNSDC,764
Europe,Northern Europe,Denmark,Homicide rate,2000,UNSDC,1.1
Europe,Northern Europe,Estonia,Homicide rate,2000,UNSDC,10.2
Europe,Northern Europe,Finland,Homicide rate,2000,UNSDC,2.9
Europe,Northern Europe,Iceland,Homicide rate,2000,UNSDC,1.8
Europe,Northern Europe,Latvia,Homicide rate,2000,UNSDC,10
Europe,Northern Europe,Lithuania,Homicide rate,2000,UNSDC,10.6
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2000,UNSDC,1.5
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2001,CTS Adjusted,966
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2001,CTS Adjusted,1.6
Europe,Northern Europe,Estonia,Homicide count,2001,Eurostat,137
Europe,Northern Europe,Norway,Homicide count,2001,Eurostat,37
Europe,Northern Europe,Estonia,Homicide rate,2001,Eurostat,9.8
Europe,Northern Europe,Norway,Homicide rate,2001,Eurostat,0.8
Europe,Northern Europe,Sweden,Homicide count,2001,NCCP,87
Europe,Northern Europe,Sweden,Homicide rate,2001,NCCP,1
Europe,Northern Europe,Ireland,Homicide count,2001,NP,52
Europe,Northern Europe,Ireland,Homicide rate,2001,NP,1.4
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2001,SDG,57
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2001,SDG,116
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2001,SDG,3.4
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2001,SDG,2.3
Europe,Northern Europe,Denmark,Homicide count,2001,UNSDC,52
Europe,Northern Europe,Finland,Homicide count,2001,UNSDC,156
Europe,Northern Europe,Iceland,Homicide count,2001,UNSDC,1
Europe,Northern Europe,Latvia,Homicide count,2001,UNSDC,219
Europe,Northern Europe,Lithuania,Homicide count,2001,UNSDC,353
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2001,UNSDC,793
Europe,Northern Europe,Denmark,Homicide rate,2001,UNSDC,1
Europe,Northern Europe,Finland,Homicide rate,2001,UNSDC,3
Europe,Northern Europe,Iceland,Homicide rate,2001,UNSDC,0.4
Europe,Northern Europe,Latvia,Homicide rate,2001,UNSDC,9.3
Europe,Northern Europe,Lithuania,Homicide rate,2001,UNSDC,10.2
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2001,UNSDC,1.5
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2002,CTS Adjusted,1107
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2002,CTS Adjusted,1.9
Europe,Northern Europe,Estonia,Homicide count,2002,Eurostat,142
Europe,Northern Europe,Norway,Homicide count,2002,Eurostat,46
Europe,Northern Europe,Estonia,Homicide rate,2002,Eurostat,10.3
Europe,Northern Europe,Norway,Homicide rate,2002,Eurostat,1
Europe,Northern Europe,Denmark,Homicide count,2002,GSHRevision,48
Europe,Northern Europe,Denmark,Homicide rate,2002,GSHRevision,0.9
Europe,Northern Europe,Sweden,Homicide count,2002,NCCP,101
Europe,Northern Europe,Sweden,Homicide rate,2002,NCCP,1.1
Europe,Northern Europe,Ireland,Homicide count,2002,NP,52
Europe,Northern Europe,Ireland,Homicide rate,2002,NP,1.3
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2002,SDG,38
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2002,SDG,125
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2002,SDG,2.2
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2002,SDG,2.5
Europe,Northern Europe,Finland,Homicide count,2002,UNSDC,132
Europe,Northern Europe,Iceland,Homicide count,2002,UNSDC,4
Europe,Northern Europe,Latvia,Homicide count,2002,UNSDC,214
Europe,Northern Europe,Lithuania,Homicide count,2002,UNSDC,293
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2002,UNSDC,944
Europe,Northern Europe,Finland,Homicide rate,2002,UNSDC,2.5
Europe,Northern Europe,Iceland,Homicide rate,2002,UNSDC,1.4
Europe,Northern Europe,Latvia,Homicide rate,2002,UNSDC,9.2
Europe,Northern Europe,Lithuania,Homicide rate,2002,UNSDC,8.5
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2002,UNSDC,1.8
Europe,Northern Europe,Denmark,Homicide count,2003,CTS,65
Europe,Northern Europe,Estonia,Homicide count,2003,CTS,147
Europe,Northern Europe,Finland,Homicide count,2003,CTS,103
Europe,Northern Europe,Iceland,Homicide count,2003,CTS,0
Europe,Northern Europe,Latvia,Homicide count,2003,CTS,202
Europe,Northern Europe,Lithuania,Homicide count,2003,CTS,344
Europe,Northern Europe,Norway,Homicide count,2003,CTS,51
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2003,CTS,42
Europe,Northern Europe,Denmark,Homicide rate,2003,CTS,1.2
Europe,Northern Europe,Estonia,Homicide rate,2003,CTS,10.7
Europe,Northern Europe,Finland,Homicide rate,2003,CTS,2
Europe,Northern Europe,Iceland,Homicide rate,2003,CTS,0
Europe,Northern Europe,Latvia,Homicide rate,2003,CTS,8.8
Europe,Northern Europe,Lithuania,Homicide rate,2003,CTS,10.1
Europe,Northern Europe,Norway,Homicide rate,2003,CTS,1.1
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2003,CTS,2.5
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2003,CTS Adjusted,926
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2003,CTS Adjusted,1.6
Europe,Northern Europe,Sweden,Homicide count,2003,NCCP,85
Europe,Northern Europe,Sweden,Homicide rate,2003,NCCP,0.9
Europe,Northern Europe,Ireland,Homicide count,2003,NSO,37
Europe,Northern Europe,Ireland,Homicide rate,2003,NSO,0.9
Europe,Northern Europe,United Kingdom (England and Wales),Homicide count,2003,SDG,775
Europe,Northern Europe,United Kingdom (Scotland),Homicide count,2003,SDG,109
Europe,Northern Europe,United Kingdom (England and Wales),Homicide rate,2003,SDG,1.5
Europe,Northern Europe,United Kingdom (Scotland),Homicide rate,2003,SDG,2.2
Europe,Northern Europe,Denmark,Homicide count,2004,CTS,43
Europe,Northern Europe,Estonia,Homicide count,2004,CTS,91
Europe,Northern Europe,Finland,Homicide count,2004,CTS,148
Europe,Northern Europe,Iceland,Homicide count,2004,CTS,3
Europe,Northern Europe,Latvia,Homicide count,2004,CTS,181
Europe,Northern Europe,Lithuania,Homicide count,2004,CTS,343
Europe,Northern Europe,Norway,Homicide count,2004,CTS,36
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide count,2004,CTS,34
Europe,Northern Europe,Denmark,Homicide rate,2004,CTS,0.8
Europe,Northern Europe,Estonia,Homicide rate,2004,CTS,6.7
Europe,Northern Europe,Finland,Homicide rate,2004,CTS,2.8
Europe,Northern Europe,Iceland,Homicide rate,2004,CTS,1
Europe,Northern Europe,Latvia,Homicide rate,2004,CTS,7.9
Europe,Northern Europe,Lithuania,Homicide rate,2004,CTS,10.1
Europe,Northern Europe,Norway,Homicide rate,2004,CTS,0.8
Europe,Northern Europe,United Kingdom (Northern Ireland),Homicide rate,2004,CTS,2
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide count,2004,CTS Adjusted,950
Europe,Northern Europe,United Kingdom of Great Britain and Northern Ireland,Homicide rate,2004,CTS Adjusted,1.6
Europe,Northern Europe,Sweden,Homicide count,2004,NCCP,107
Europe,Northern Europe,Sweden,Homicide rate,2004,NCCP,1.2
Europe,Northern Europe,Ireland,Homicide count,2004,NSO,30
Europe,Northern Europe,Ireland,Homicide rate,2004,NSO,0.7
