download,Country,Icons,Population Type,Question Number,Region,Sub-region,Year,Count,Number of Records,Rate,Refpopulation
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2013,739,1,117.986659046,626.342
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2014,892,1,142.344211282,626.65
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2015,827,1,131.906972886,626.957
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2016,506,1,80.666888793,627.271
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2017,503,1,80.151315485,627.563
,Montenegro,,Total population,3.5.2,Europe,Southern Europe,2018,440,1,70.085679743,627.803
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2003,69789,1,234.325894608,29782.88
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2004,65299,1,216.830703432,30115.2
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2005,62094,1,203.883954194,30455.56
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2006,73572,1,238.833762002,30804.69
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2007,79175,1,254.061861135,31163.67
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2008,79947,1,253.503762746,31536.81
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2009,78397,1,245.534714582,31929.09
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2012,96321,1,289.757805661,33241.9
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2013,107824,1,319.803438812,33715.71
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2015,48597,1,140.196015360,34663.61
,Morocco,,Total population,3.5.2,Africa,Northern Africa,2018,62926,1,174.653314863,36029.09
,Mozambique,,Total population,3.5.2,Africa,Eastern Africa,2004,6184,1,31.058910979,19910.55
,Mozambique,,Total population,3.5.2,Africa,Eastern Africa,2005,5554,1,27.100707380,20493.93
,Mozambique,,Total population,3.5.2,Africa,Eastern Africa,2006,4743,1,22.499882591,21080.11
,Mozambique,,Total population,3.5.2,Africa,Eastern Africa,2007,5284,1,24.380205709,21673.32
,Mozambique,,Total population,3.5.2,Africa,Eastern Africa,2008,5016,1,22.516901143,22276.6
,Mozambique,,Total population,3.5.2,Africa,Eastern Africa,2009,4741,1,20.707831325,22894.72
,Myanmar,,Total population,3.5.2,Asia,South-Eastern Asia,2009,1898,1,3.777086616,50250.37
,Myanmar,,Total population,3.5.2,Asia,South-Eastern Asia,2010,1723,1,3.405082486,50600.83
,Myanmar,,Total population,3.5.2,Asia,South-Eastern Asia,2011,1802,1,3.533984002,50990.61
,Myanmar,,Total population,3.5.2,Asia,South-Eastern Asia,2012,2316,1,4.504635924,51413.7
,Myanmar,,Total population,3.5.2,Asia,South-Eastern Asia,2013,2704,1,5.214795981,51852.46
,Myanmar,,Total population,3.5.2,Asia,South-Eastern Asia,2014,2964,1,5.669383150,52280.82
,Myanmar,,Total population,3.5.2,Asia,South-Eastern Asia,2015,2925,1,5.552315914,52680.72
,Myanmar,,Total population,3.5.2,Asia,South-Eastern Asia,2016,3125,1,5.891202220,53045.2
,Myanmar,,Total population,3.5.2,Asia,South-Eastern Asia,2018,4770,1,8.881305541,53708.32
,Nepal,,Total population,3.5.2,Asia,Southern Asia,2005,513,1,1.992658626,25744.5
,Nepal,,Total population,3.5.2,Asia,Southern Asia,2006,540,1,2.071609399,26066.69
,Nepal,,Total population,3.5.2,Asia,Southern Asia,2016,1274,1,4.672926334,27263.43
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2003,858200,1,5297.220224740,16200.95
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2004,790300,1,4852.282592812,16287.18
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2005,758045,1,4631.502735663,16367.15
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2006,711085,1,4325.310871169,16440.09
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2007,684870,1,4149.055077802,16506.65
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2008,682495,1,4119.331727838,16568.1
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2009,681465,1,4098.697371286,16626.38
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2010,662105,1,3968.757286640,16682.93
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2011,669680,1,4000.910492712,16738.19
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2012,652250,1,3884.324836156,16791.85
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2013,391946,1,2326.985289883,16843.51
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2014,365371,1,2162.915894135,16892.52
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2015,335120,1,1978.452624762,16938.49
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2016,304065,1,1790.589401977,16981.28
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2017,259095,1,1522.177454889,17021.34
,Netherlands,,Total population,3.5.2,Europe,Western Europe,2018,234150,1,1372.544192230,17059.56
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2005,127697,1,3087.934693846,4135.353
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2006,128500,1,3069.842867047,4185.882
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2007,122743,1,2899.637754941,4233.046
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2008,119587,1,2795.293112266,4278.156
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2009,123151,1,2848.516586027,4323.338
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2010,116941,1,2675.958682489,4370.06
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2011,114718,1,2596.208726871,4418.674
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2012,101669,1,2275.257124263,4468.462
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2013,101814,1,2253.260415636,4518.519
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2015,140571,1,3046.271047932,4614.527
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2016,137311,1,2947.052807685,4659.265
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2017,136305,1,2898.854941133,4702.029
,New Zealand,,Total population,3.5.2,Oceania,Australia and New Zealand,2018,135345,1,2853.494875010,4743.131
,Nicaragua,,Total population,3.5.2,Americas,Central America,2005,14512,1,266.828862528,5438.692
,Nicaragua,,Total population,3.5.2,Americas,Central America,2006,17474,1,316.916396570,5513.757
,Nicaragua,,Total population,3.5.2,Americas,Central America,2010,10453,1,179.479668643,5824.058
,Nigeria,,Total population,3.5.2,Africa,Western Africa,2007,21082,1,14.406177395,146340
,Nigeria,,Total population,3.5.2,Africa,Western Africa,2008,23927,1,15.922714907,150269.6
,Nigeria,,Total population,3.5.2,Africa,Western Africa,2009,39981,1,25.907031205,154324.9
,Nigeria,,Total population,3.5.2,Africa,Western Africa,2010,20479,1,12.920243882,158503.2
,Nigeria,,Total population,3.5.2,Africa,Western Africa,2012,22626,1,13.529966130,167228.8
,Nigeria,,Total population,3.5.2,Africa,Western Africa,2013,24068,1,14.012102526,171765.8
,North Macedonia,,Total population,3.5.2,Europe,Southern Europe,2006,4669,1,226.306411805,2063.132
,North Macedonia,,Total population,3.5.2,Europe,Southern Europe,2007,5530,1,267.743709717,2065.408
,North Macedonia,,Total population,3.5.2,Europe,Southern Europe,2008,6046,1,292.457489422,2067.309
,North Macedonia,,Total population,3.5.2,Europe,Southern Europe,2009,5137,1,248.280595255,2069.03
,North Macedonia,,Total population,3.5.2,Europe,Southern Europe,2010,4896,1,236.437558222,2070.737
,North Macedonia,,Total population,3.5.2,Europe,Southern Europe,2011,5065,1,244.392719075,2072.484
,North Macedonia,,Total population,3.5.2,Europe,Southern Europe,2012,5663,1,273.011052054,2074.275
,North Macedonia,,Total population,3.5.2,Europe,Southern Europe,2013,5530,1,266.369309246,2076.065
,North Macedonia,,Total population,3.5.2,Europe,Southern Europe,2014,4983,1,239.823272916,2077.78
,Norway,,Total population,3.5.2,Europe,Northern Europe,2003,128162,1,2804.361221296,4570.096
,Norway,,Total population,3.5.2,Europe,Northern Europe,2004,148289,1,3224.928831002,4598.21
,Norway,,Total population,3.5.2,Europe,Northern Europe,2005,138580,1,2991.564341192,4632.359
,Norway,,Total population,3.5.2,Europe,Northern Europe,2006,133505,1,2856.952706471,4672.986
,Norway,,Total population,3.5.2,Europe,Northern Europe,2007,130216,1,2759.162546619,4719.403
,Norway,,Total population,3.5.2,Europe,Northern Europe,2008,126182,1,2644.762727588,4771.014
,Norway,,Total population,3.5.2,Europe,Northern Europe,2009,133420,1,2764.123246500,4826.847
,Norway,,Total population,3.5.2,Europe,Northern Europe,2010,126685,1,2592.880952001,4885.878
,Norway,,Total population,3.5.2,Europe,Northern Europe,2011,125937,1,2545.037876377,4948.335
,Norway,,Total population,3.5.2,Europe,Northern Europe,2012,133492,1,2662.536130886,5013.716
,Norway,,Total population,3.5.2,Europe,Northern Europe,2013,145940,1,2873.140058195,5079.46
,Norway,,Total population,3.5.2,Europe,Northern Europe,2014,132018,1,2567.310267121,5142.269
,Norway,,Total population,3.5.2,Europe,Northern Europe,2015,114828,1,2208.304237814,5199.827
,Norway,,Total population,3.5.2,Europe,Northern Europe,2016,104507,1,1990.249383445,5250.95
,Norway,,Total population,3.5.2,Europe,Northern Europe,2017,94179,1,1778.195593774,5296.324
,Norway,,Total population,3.5.2,Europe,Northern Europe,2018,92320,1,1729.499659046,5337.96
,Oman,,Total population,3.5.2,Asia,Western Asia,2007,6028,1,226.858580696,2657.162
,Oman,,Total population,3.5.2,Asia,Western Asia,2008,5515,1,200.475761881,2750.956
,Oman,,Total population,3.5.2,Asia,Western Asia,2017,2381,1,51.029527686,4665.926
,Oman,,Total population,3.5.2,Asia,Western Asia,2018,1847,1,38.244314704,4829.476
,Pakistan,,Total population,3.5.2,Asia,Southern Asia,2010,49243,1,27.444954594,179424.6
,Pakistan,,Total population,3.5.2,Asia,Southern Asia,2011,51568,1,28.126946518,183340.2
,Pakistan,,Total population,3.5.2,Asia,Southern Asia,2012,49148,1,26.243044509,187280.1
,Pakistan,,Total population,3.5.2,Asia,Southern Asia,2013,45494,1,23.786369188,191260.8
,Pakistan,,Total population,3.5.2,Asia,Southern Asia,2014,42747,1,21.887304472,195305
,Pakistan,,Total population,3.5.2,Asia,Southern Asia,2015,65964,1,33.076764932,199427
,Pakistan,,Total population,3.5.2,Asia,Southern Asia,2016,64201,1,31.528045282,203631.4
,Pakistan,,Total population,3.5.2,Asia,Southern Asia,2017,65424,1,31.468037028,207906.2
,Pakistan,,Total population,3.5.2,Asia,Southern Asia,2018,74117,1,34.923240680,212228.3
,Panama,,Total population,3.5.2,Americas,Central America,2004,11873,1,363.160206475,3269.356
,Panama,,Total population,3.5.2,Americas,Central America,2005,13978,1,419.731777641,3330.222
,Panama,,Total population,3.5.2,Americas,Central America,2006,17928,1,528.588693544,3391.673
,Panama,,Total population,3.5.2,Americas,Central America,2007,13982,1,404.844584212,3453.671
,Panama,,Total population,3.5.2,Americas,Central America,2008,16608,1,472.327544136,3516.204
,Panama,,Total population,3.5.2,Americas,Central America,2009,18168,1,507.597336287,3579.215
,Panama,,Total population,3.5.2,Americas,Central America,2010,18262,1,501.332668623,3642.691
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2003,23513,1,90.502318080,25980.55
,Zimbabwe,,Total population,3.5.2,Africa,Eastern Africa,2003,176648,1,1474.251015254,11982.22
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2004,35824,1,133.565487131,26821.3
,Zimbabwe,,Total population,3.5.2,Africa,Eastern Africa,2004,163601,1,1361.083402455,12019.91
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2005,55059,1,198.879593304,27684.59
,Zimbabwe,,Total population,3.5.2,Africa,Eastern Africa,2005,110509,1,915.059577534,12076.7
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2006,69618,1,243.662646689,28571.47
,Zimbabwe,,Total population,3.5.2,Africa,Eastern Africa,2006,117519,1,966.796923203,12155.5
,Sao Tome and Principe,,Total population,3.5.2,Africa,Middle Africa,2006,2,1,1.237041985,161.676
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2007,47204,1,160.087742354,29486.33
,Zimbabwe,,Total population,3.5.2,Africa,Eastern Africa,2007,99839,1,814.618568006,12255.92
,Sao Tome and Principe,,Total population,3.5.2,Africa,Middle Africa,2007,0,1,0,166.297
,Sierra Leone,,Total population,3.5.2,Africa,Western Africa,2007,10056,1,167.889861846,5989.641
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2008,32958,1,108.301434062,30431.73
,Zimbabwe,,Total population,3.5.2,Africa,Eastern Africa,2008,91456,1,738.766756465,12379.55
,Sao Tome and Principe,,Total population,3.5.2,Africa,Middle Africa,2008,0,1,0,171.122
,Sierra Leone,,Total population,3.5.2,Africa,Western Africa,2008,10505,1,171.269755326,6133.599
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2009,27589,1,87.832008430,31411.1
,Sao Tome and Principe,,Total population,3.5.2,Africa,Middle Africa,2009,5,1,2.842895887,175.877
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2010,23429,1,72.248934260,32428.16
,Sao Tome and Principe,,Total population,3.5.2,Africa,Middle Africa,2010,16,1,8.870556406,180.372
,Senegal,,Total population,3.5.2,Africa,Western Africa,2010,2503,1,19.742643637,12678.14
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2011,21672,1,64.737428372,33476.77
,Sao Tome and Principe,,Total population,3.5.2,Africa,Middle Africa,2011,20,1,10.838874708,184.521
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2012,20649,1,59.750511449,34558.7
,United Republic of Tanzania,,Total population,3.5.2,Africa,Eastern Africa,2012,537,1,1.141265504,47053.03
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2013,18146,1,50.836935193,35694.52
,United Republic of Tanzania,,Total population,3.5.2,Africa,Eastern Africa,2013,885,1,1.825377198,48483.13
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2014,17059,1,46.215911397,36911.53
,United Republic of Tanzania,,Total population,3.5.2,Africa,Eastern Africa,2014,1043,1,2.087646736,49960.56
,United Republic of Tanzania,,Total population,3.5.2,Africa,Eastern Africa,2015,179,1,0.347690017,51482.64
,Senegal,,Total population,3.5.2,Africa,Western Africa,2015,2503,1,17.169177793,14578.45
,Uganda,,Total population,3.5.2,Africa,Eastern Africa,2016,43515,1,109.750090607,39649.17
,United States of America,,Total population,3.5.2,Americas,Northern America,2003,7026802,1,2424.576868878,289815.6
,Peru,,Total population,3.5.2,Americas,South America,2003,58126,1,212.353985172,27372.22
,Suriname,,Total population,3.5.2,Americas,South America,2003,14618,1,2995.872426415,487.938
,Uruguay,,Total population,3.5.2,Americas,South America,2003,96606,1,2906.614122198,3323.661
,St. Vincent and the Grenadines,,Total population,3.5.2,Americas,Caribbean,2004,2017,1,1858.643568006,108.52
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2004,1937,1,150.141654039,1290.115
,United States of America,,Total population,3.5.2,Americas,Northern America,2004,6937089,1,2372.833068871,292354.7
,Peru,,Total population,3.5.2,Americas,South America,2004,57560,1,208.367798849,27624.23
,Suriname,,Total population,3.5.2,Americas,South America,2004,13597,1,2754.213255550,493.68
,Uruguay,,Total population,3.5.2,Americas,South America,2004,105690,1,3182.009498158,3321.486
,St. Vincent and the Grenadines,,Total population,3.5.2,Americas,Caribbean,2005,1933,1,1779.647753114,108.617
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2005,2752,1,212.264278282,1296.497
,United States of America,,Total population,3.5.2,Americas,Northern America,2005,6783447,1,2299.524226805,294993.5
,Peru,,Total population,3.5.2,Americas,South America,2005,52435,1,188.167431873,27866.14
,St. Vincent and the Grenadines,,Total population,3.5.2,Americas,Caribbean,2006,1849,1,1702.546914421,108.602
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2006,3064,1,235.230532063,1302.552
,United States of America,,Total population,3.5.2,Americas,Northern America,2006,6626363,1,2225.411490501,297759
,Peru,,Total population,3.5.2,Americas,South America,2006,49423,1,175.869669341,28102.06
,Uruguay,,Total population,3.5.2,Americas,South America,2006,101985,1,3066.846334113,3325.403
,St. Vincent and the Grenadines,,Total population,3.5.2,Americas,Caribbean,2007,1531,1,1410.851855948,108.516
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2007,3570,1,272.841912186,1308.45
,United States of America,,Total population,3.5.2,Americas,Northern America,2007,6591542,1,2192.733802515,300608.4
,Peru,,Total population,3.5.2,Americas,South America,2007,45228,1,159.629831592,28333.05
,Uruguay,,Total population,3.5.2,Americas,South America,2007,105629,1,3170.373073874,3331.753
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2008,33113,1,917.758444359,3608.03
,St. Vincent and the Grenadines,,Total population,3.5.2,Americas,Caribbean,2008,1729,1,1595.003736128,108.401
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2008,4407,1,335.273563295,1314.449
,United States of America,,Total population,3.5.2,Americas,Northern America,2008,6586206,1,2170.184456614,303486
,Paraguay,,Total population,3.5.2,Americas,South America,2008,24977,1,410.718373189,6081.296
,Peru,,Total population,3.5.2,Americas,South America,2008,47310,1,165.637805332,28562.32
,Uruguay,,Total population,3.5.2,Americas,South America,2008,105629,1,3162.335665814,3340.221
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2009,30584,1,850.374749898,3596.532
,St. Kitts and Nevis,,Total population,3.5.2,Americas,Caribbean,2009,553,1,1137.883495545,48.599
,St. Vincent and the Grenadines,,Total population,3.5.2,Americas,Caribbean,2009,1845,1,1703.711227873,108.293
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2009,3987,1,301.834856134,1320.921
,United States of America,,Total population,3.5.2,Americas,Northern America,2009,6338095,1,2069.192863644,306307.6
,Paraguay,,Total population,3.5.2,Americas,South America,2009,27898,1,452.597919847,6163.97
,Peru,,Total population,3.5.2,Americas,South America,2009,49477,1,171.838933951,28792.66
,Uruguay,,Total population,3.5.2,Americas,South America,2009,94508,1,2821.407204757,3349.676
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2010,26773,1,747.882169101,3579.842
,St. Kitts and Nevis,,Total population,3.5.2,Americas,Caribbean,2010,533,1,1087.510966926,49.011
,St. Vincent and the Grenadines,,Total population,3.5.2,Americas,Caribbean,2010,1901,1,1755.957879180,108.26
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2010,4089,1,307.873242660,1328.144
,Bermuda,,Total population,3.5.2,Americas,Northern America,2010,608,1,929.834220346,65.388
,United States of America,,Total population,3.5.2,Americas,Northern America,2010,6204601,1,2007.886761496,309011.5
,Paraguay,,Total population,3.5.2,Americas,South America,2010,31182,1,499.070345039,6248.017
,Peru,,Total population,3.5.2,Americas,South America,2010,55828,1,192.326772239,29027.68
,Uruguay,,Total population,3.5.2,Americas,South America,2010,95269,1,2836.000527495,3359.273
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2011,29273,1,822.307156850,3559.862
,St. Kitts and Nevis,,Total population,3.5.2,Americas,Caribbean,2011,491,1,993.082804094,49.442
,St. Vincent and the Grenadines,,Total population,3.5.2,Americas,Caribbean,2011,2312,1,2134.515071781,108.315
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2011,3118,1,233.351793920,1336.18
,Panama,,Total population,3.5.2,Americas,Central America,2011,18435,1,497.372304011,3706.479
,Bermuda,,Total population,3.5.2,Americas,Northern America,2011,588,1,903.558915729,65.076
,United States of America,,Total population,3.5.2,Americas,Northern America,2011,6151095,1,1974.136356765,311584.1
,Paraguay,,Total population,3.5.2,Americas,South America,2011,33749,1,532.824459057,6333.981
,Peru,,Total population,3.5.2,Americas,South America,2011,62383,1,213.170923900,29264.31
,Uruguay,,Total population,3.5.2,Americas,South America,2011,97573,1,2896.264269384,3368.926
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2012,30545,1,863.689959481,3536.57
,St. Vincent and the Grenadines,,Total population,3.5.2,Americas,Caribbean,2012,2103,1,1939.410706875,108.435
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2012,3589,1,266.877055117,1344.814
,Panama,,Total population,3.5.2,Americas,Central America,2012,20304,1,538.476940887,3770.635
,Bermuda,,Total population,3.5.2,Americas,Northern America,2012,559,1,863.493828877,64.737
,United States of America,,Total population,3.5.2,Americas,Northern America,2012,6168874,1,1964.334922602,314043.9
,Paraguay,,Total population,3.5.2,Americas,South America,2012,36343,1,565.957228129,6421.51
,Peru,,Total population,3.5.2,Americas,South America,2012,76111,1,257.944018987,29506.79
,Uruguay,,Total population,3.5.2,Americas,South America,2012,96827,1,2865.573139784,3378.975
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2013,29360,1,837.931826711,3503.865
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2013,2603,1,192.286667435,1353.708
,Panama,,Total population,3.5.2,Americas,Central America,2013,20587,1,536.756211206,3835.447
,Bermuda,,Total population,3.5.2,Americas,Northern America,2013,1275,1,1980.397943493,64.381
,United States of America,,Total population,3.5.2,Americas,Northern America,2013,6019500,1,1902.493832974,316400.5
,Paraguay,,Total population,3.5.2,Americas,South America,2013,38719,1,594.736964180,6510.273
,Peru,,Total population,3.5.2,Americas,South America,2013,83308,1,279.801262780,29773.99
,Uruguay,,Total population,3.5.2,Americas,South America,2013,97465,1,2875.55215676,3389.436
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2014,28948,1,838.181561801,3453.667
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2014,2364,1,173.525346519,1362.337
,Panama,,Total population,3.5.2,Americas,Central America,2014,21252,1,544.739960490,3901.311
,Bermuda,,Total population,3.5.2,Americas,Northern America,2014,1466,1,2289.265748462,64.038
,United States of America,,Total population,3.5.2,Americas,Northern America,2014,5809100,1,1822.900813184,318673.4
,Paraguay,,Total population,3.5.2,Americas,South America,2014,38704,1,586.466539102,6599.524
,Peru,,Total population,3.5.2,Americas,South America,2014,89599,1,297.766361796,30090.37
,Uruguay,,Total population,3.5.2,Americas,South America,2014,101683,1,2990.290371331,3400.439
,Dominica,,Total population,3.5.2,Americas,Caribbean,2015,73,1,102.564102564,71.175
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2015,25165,1,744.193721625,3381.512
,Trinidad and Tobago,,Total population,3.5.2,Americas,Caribbean,2015,1870,1,136.463280431,1370.332
,Panama,,Total population,3.5.2,Americas,Central America,2015,18877,1,475.672107023,3968.49
,Bermuda,,Total population,3.5.2,Americas,Northern America,2015,1409,1,2212.104560798,63.695
,United States of America,,Total population,3.5.2,Americas,Northern America,2015,5723500,1,1783.698056241,320878.3
,Paraguay,,Total population,3.5.2,Americas,South America,2015,38025,1,568.492210648,6688.746
,Peru,,Total population,3.5.2,Americas,South America,2015,94480,1,310.067953716,30470.74
,Uruguay,,Total population,3.5.2,Americas,South America,2015,109334,1,3204.384039568,3412.013
,Dominica,,Total population,3.5.2,Americas,Caribbean,2016,16,1,22.438189799,71.307
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2016,23163,1,705.517707084,3283.121
,Panama,,Total population,3.5.2,Americas,Central America,2016,15983,1,395.905647483,4037.073
,Bermuda,,Total population,3.5.2,Americas,Northern America,2016,1352,1,2133.838383838,63.36
,United States of America,,Total population,3.5.2,Americas,Northern America,2016,5644800,1,1747.529534141,323016
,Paraguay,,Total population,3.5.2,Americas,South America,2016,42381,1,625.284196617,6777.878
,Peru,,Total population,3.5.2,Americas,South America,2016,94907,1,306.883778201,30926.04
,Uruguay,,Total population,3.5.2,Americas,South America,2016,114985,1,3358.070452163,3424.139
,Dominica,,Total population,3.5.2,Americas,Caribbean,2017,24,1,33.585222502,71.46
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2017,19633,1,620.575558306,3163.676
,Panama,,Total population,3.5.2,Americas,Central America,2017,18562,1,451.986040591,4106.764
,United States of America,,Total population,3.5.2,Americas,Northern America,2017,5513000,1,1695.865201941,325084.8
,Peru,,Total population,3.5.2,Americas,South America,2017,101580,1,323.047420359,31444.3
,Uruguay,,Total population,3.5.2,Americas,South America,2017,115593,1,3363.542059189,3436.645
,Dominica,,Total population,3.5.2,Americas,Caribbean,2018,21,1,29.318962388,71.626
,Puerto Rico,,Total population,3.5.2,Americas,Caribbean,2018,15642,1,514.607523758,3039.598
,Panama,,Total population,3.5.2,Americas,Central America,2018,16526,1,395.655309193,4176.868
,United States of America,,Total population,3.5.2,Americas,Northern America,2018,5217100,1,1594.973712634,327096.3
,Peru,,Total population,3.5.2,Americas,South America,2018,133132,1,416.177179466,31989.26
,Uruguay,,Total population,3.5.2,Americas,South America,2018,145837,1,4228.029536513,3449.29
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2003,187352,1,388.206602032,48260.9
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2003,9801,1,11.801044575,83051.97
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2003,15086,1,365.346831259,4129.227
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2003,23398,1,121.712189529,19224.04
,Qatar,,Total population,3.5.2,Asia,Western Asia,2003,754,1,110.591075564,681.791
,State of Palestine,,Total population,3.5.2,Asia,Western Asia,2003,3597,1,104.507203646,3441.868
,Syrian Arab Republic,,Total population,3.5.2,Asia,Western Asia,2003,12349,1,70.909279877,17415.21
,Turkey,,Total population,3.5.2,Asia,Western Asia,2003,66405,1,100.477534975,66089.4
,United Arab Emirates,,Total population,3.5.2,Asia,Western Asia,2003,10802,1,291.007564526,3711.931
,Tajikistan,,Total population,3.5.2,Asia,Central Asia,2004,3331,1,49.997065618,6662.391
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2004,155311,1,320.272251313,48493.43
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2004,10739,1,12.677289036,84710.54
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2004,16724,1,400.363688421,4177.202
,Sri Lanka,,Total population,3.5.2,Asia,Southern Asia,2004,26307,1,135.692971891,19387.15
,Qatar,,Total population,3.5.2,Asia,Western Asia,2004,734,1,97.433800768,753.332
,State of Palestine,,Total population,3.5.2,Asia,Western Asia,2004,4660,1,132.940787146,3505.32
,Syrian Arab Republic,,Total population,3.5.2,Asia,Western Asia,2004,11544,1,64.752692840,17827.83
,Turkey,,Total population,3.5.2,Asia,Western Asia,2004,67406,1,100.589560539,67010.93
,United Arab Emirates,,Total population,3.5.2,Asia,Western Asia,2004,11037,1,271.274207174,4068.577
,Tajikistan,,Total population,3.5.2,Asia,Central Asia,2005,3558,1,52.405852841,6789.318
,Turkmenistan,,Total population,3.5.2,Asia,Central Asia,2005,1662,1,34.955239626,4754.652
,Republic of Korea,,Total population,3.5.2,Asia,Eastern Asia,2005,188780,1,387.630086978,48701.07
,Philippines,,Total population,3.5.2,Asia,South-Eastern Asia,2005,11167,1,12.935810371,86326.25
,Singapore,,Total population,3.5.2,Asia,South-Eastern Asia,2005,21168,1,496.238243118,4265.693
,Thailand,,Total population,3.5.2,Asia,South-Eastern Asia,2005,60881,1,93.067174961,65416.19
,Qatar,,Total population,3.5.2,Asia,Western Asia,2005,897,1,103.650292925,865.41
,State of Palestine,,Total population,3.5.2,Asia,Western Asia,2005,4378,1,122.360364409,3577.956
,Turkey,,Total population,3.5.2,Asia,Western Asia,2005,103753,1,152.794864945,67903.46
,Tajikistan,,Total population,3.5.2,Asia,Central Asia,2006,3156,1,45.589873154,6922.59
